Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: BigQuery IO,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: PubSub IO,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: Kafka IO,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: BigTable IO,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: Avro IO,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: Splittable DoFn,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: Quiz 3 - Sources & Sinks,5  minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks:: Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas,250 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Beam schemas,3 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Code examples,1 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Serverless Data Processing with Dataflow - Branching Pipelines (Java),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Serverless Data Processing with Dataflow - Branching Pipelines (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Quiz 4 - Schemas,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Schemas: Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, schema",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers,315 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers: State API,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers: Timer API,3 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers: Summary,3 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers: Quiz 5 - State and Timers,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,State and Timers: Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, state, timer, api",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices,290 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Schemas,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Handling un-processable data,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Error handling,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: AutoValue code generator,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: JSON data handling,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Utilize DoFn lifecycle,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Pipeline Optimizations,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Serverless Data Processing with Dataflow - Advanced Streaming Analytics Pipeline with Cloud Dataflow (Java),90 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Serverless Data Processing with Dataflow - Advanced Streaming Analytics Pipeline with Cloud Dataflow (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Quiz 6 - Best Practices,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Best Practices: Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, best practices, error handling, pipeline optimizaion",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes,500 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Dataflow and Beam SQL,9 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Windowing in SQL,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Beam DataFrames,4 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Serverless Data Processing with Dataflow - Using Dataflow SQL for Batch Analytics (Java),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Serverless Data Processing with Dataflow - Using Dataflow SQL for Batch Analytics (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Serverless Data Processing with Dataflow - Using Dataflow SQL for Streaming Analytics (Java),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes:Serverless Data Processing with Dataflow - Using Dataflow SQL for Streaming Analytics (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Dataflow SQL and Dataframes: Quiz 7 - Dataflow SQL & DataFrames,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sql, dataframes, serverless, bigtable",
