Course_Learning_Material,Source,Course_Level,Type,Module,Difficulty_Level,Keywords_Tags_Skills_Interests_Categories,Links,Duration_in_minutes
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Training at Scale with Vertex AI: Quiz,Hard,"Vertex AI,Model training,",https://www.cloudskillsboost.google/course_sessions/5300718/quizzes/405150,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Training at Scale with Vertex AI: Resources,Hard,"Vertex AI,Model training,",https://www.cloudskillsboost.google/course_sessions/5300718/documents/405151,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Summary,Hard,"Vertex AI,Model training,",https://www.cloudskillsboost.google/course_sessions/5300718/documents/405152,10
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Summary: Quiz,Hard,"Vertex AI,Model training,",https://www.cloudskillsboost.google/course_sessions/5300718/documents/405153,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Summary: Resources,Hard,"Vertex AI,Model training,",https://www.cloudskillsboost.google/course_sessions/5300718/documents/405154,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_templates/11,420
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Course introduction,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411058,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411059,36
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: Introduction,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411059,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: Feature Store benefits,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411060,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: Feature Store terminology and concepts,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411061,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: The Feature Store data model,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411062,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: Creating a Feature Store,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411063,9
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Introduction to Vertex AI Feature Store: 
Serving features: Batch and online",Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/video/411064,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Introduction to Vertex AI Feature Store: 
Introduction to Vertex AI Feature Store",Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/quizzes/411065,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Vertex AI Feature Store: Introduction to Vertex AI Feature Store,Hard,"Tensorflow, Machine learning,Features,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5301387/documents/411066,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411067,51
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Introduction,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411067,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Overview of feature engineering,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411068,10
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Raw data to features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411069,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Good features versus bad features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411070,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Features should be known at prediction-time,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411071,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Features should be numeric,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411072,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Features should have enough examples,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411073,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Bringing human insight,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411074,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Representing features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/video/411075,9
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Raw Data to Features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/quizzes/411076,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Raw Data to Features: Raw Data to Features,Hard,"Feature engineering,Feature representation,Data",https://www.cloudskillsboost.google/course_sessions/5301387/documents/411077,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411078,280
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Introduction,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411078,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Machine learning versus statistics,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411079,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Basic feature engineering,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411080,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Performing Basic Feature Engineering in BigQuery ML,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411081,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Performing Basic Feature Engineering in BQML,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/labs/411082,60
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Advanced feature engineering: Feature crosses,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411083,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Bucketize and Transform Functions,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411084,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Predict housing prices,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411085,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Estimate taxi fare,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411086,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Temporal and geolocation features,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411087,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Basic Feature Engineering in Keras,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411088,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Performing Basic Feature Engineering in Keras,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/labs/411089,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Advanced Feature Engineering in Keras,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/video/411090,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Performing Advanced Feature Engineering in Keras,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/labs/411091,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering:Quiz,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/quizzes/411092,7
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Feature Engineering: Resources,Hard,"Feature engineering,Statistics,Bigquery,Keras",https://www.cloudskillsboost.google/course_sessions/5301387/documents/411093,1
